
   916395      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkImagingGeneral.py
   916062      4 -rw-r--r--   1 root     root          637 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-openpyxl.py
   916187      4 -rw-r--r--   1 root     root          906 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-skimage.registration.py
   916265      4 -rw-r--r--   1 root     root          537 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_simput.py
   916000      4 -rw-r--r--   1 root     root          937 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-lightgbm.py
   916229      4 -rw-r--r--   1 root     root          682 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-thinc.py
   915850      4 -rw-r--r--   1 root     root         1036 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-black.py
   916457      4 -rw-r--r--   1 root     root         1137 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-xarray.py
   916162      4 -rw-r--r--   1 root     root          518 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sacremoses.py
   916235      4 -rw-r--r--   1 root     root          664 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-tkinterweb_tkhtml.py
   916111      4 -rw-r--r--   1 root     root          589 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyexcel_xlsx.py
